Frm,Track,xc,yc,w,h,Velocity(kmph),,
39,1,2478,1635,96,131,25.30679108,,
39,9,2439,518,78,68,2.369263194,,
39,2,2156,866,137,70,34.32901775,,
39,19,3344,737,51,27,5.469005554,,
39,5,2491,403,87,49,0.978344337,,
39,21,1969,161,37,100,37.36151727,,
40,12,3466,1909,176,98,0.88451384,,
40,20,3351,704,54,26,3.682410141,,
40,6,2476,453,88,52,0.84662359,,
40,13,1874,1223,50,84,14.75224836,,
40,4,2391,393,84,54,1.090390814,,
40,23,2690,695,71,35,14.32857137,,
40,8,2526,641,77,66,0.419642457,,
40,10,2690,659,89,52,2.213480324,,
40,15,3635,646,114,43,2.142385451,,
40,14,1752,1490,93,67,26.39372273,,
40,11,2314,627,92,137,2.726981262,,
40,3,2555,998,136,72,37.97896774,,
40,7,2826,649,84,59,1.647379079,,
40,1,2480,1644,97,131,25.5434391,,
40,9,2438,516,77,65,3.134636533,,
40,2,2168,866,136,70,34.3843075,,
40,19,3348,736,47,27,6.573152219,,
40,5,2491,403,87,49,0.8034395,,
40,21,1972,171,38,99,36.53023059,,
41,12,3466,1909,176,98,0.712696587,,
41,20,3353,703,53,27,4.090337257,,
41,6,2476,453,89,52,0.679437535,,
41,13,1877,1218,51,83,15.20200972,,
41,4,2391,393,85,53,0.907310798,,
41,23,2691,693,74,32,12.0806506,,
41,8,2526,641,77,66,0.337375705,,
41,10,2689,659,90,52,2.353189067,,
41,15,3635,647,115,46,2.292819671,,
41,14,1759,1496,90,69,26.52108078,,
41,11,2314,627,92,137,2.309746196,,
41,3,2568,998,137,71,38.02358426,,
41,7,2827,649,85,60,1.894504441,,
41,1,2482,1651,97,133,24.83059848,,
41,9,2438,515,77,63,3.231121649,,
41,2,2180,866,137,70,34.43885742,,
41,19,3349,736,50,28,5.903305163,,
41,5,2491,403,87,49,0.64550592,,
41,21,1974,182,38,95,36.36517365,,
42,12,3466,1909,176,98,0.558657653,,
42,20,3356,704,51,29,4.981985129,,
42,6,2477,452,89,52,1.207692599,,
42,13,1880,1213,52,83,15.60400106,,
42,4,2391,392,84,53,1.220368208,,
42,23,2692,694,72,34,9.612848854,,
42,8,2526,641,78,66,0.263678233,,
42,10,2689,659,89,54,1.998775142,,
42,15,3635,647,115,46,1.948061249,,
42,14,1766,1502,90,71,26.6323831,,
42,11,2315,629,91,138,2.999062378,,
42,3,2582,998,136,71,38.53790083,,
42,7,2827,648,85,59,2.115958255,,
42,1,2485,1660,96,133,25.23950742,,
42,9,2438,516,76,65,3.307036945,,
42,2,2192,866,136,70,34.49199968,,
42,19,3355,742,45,34,9.176684555,,
42,5,2491,403,87,50,0.504055527,,
42,21,1976,192,39,100,35.52414127,,
43,12,3466,1909,176,99,0.421730682,,
43,20,3358,704,51,29,5.092799759,,
43,6,2477,452,89,52,1.014046783,,
43,13,1882,1210,54,83,14.89344461,,
43,4,2391,392,83,52,1.027513912,,
43,23,2695,690,77,35,11.90397901,,
43,8,2526,641,78,66,0.198220833,,
43,25,1543,1434,47,67,0,,
43,10,2688,659,88,54,2.1525604,,
43,15,3635,647,114,46,1.631395594,,
43,14,1774,1508,88,71,27.10274669,,
43,11,2315,630,91,138,3.03424989,,
43,3,2595,998,136,71,38.52126437,,
43,7,2827,648,86,59,1.833368745,,
43,1,2487,1669,94,132,25.48828702,,
43,9,2437,516,75,66,3.364644145,,
43,2,2204,866,138,70,34.54319045,,
43,19,3357,743,43,35,8.897411572,,
43,5,2491,403,88,50,0.378450589,,
43,21,1977,203,40,101,35.36022166,,
44,12,3466,1909,176,98,0.301114605,,
44,20,3359,706,49,29,5.320611869,,
44,6,2477,452,90,52,0.837306057,,
44,13,1885,1206,55,85,14.90343952,,
44,4,2392,392,83,52,1.330575535,,
44,23,2696,687,77,33,11.59743295,,
44,8,2526,641,78,66,0.140610752,,
44,25,1542,1432,45,65,6.496814146,,
44,10,2689,659,89,51,2.292254208,,
44,15,3634,647,114,45,1.822185814,,
44,14,1780,1513,89,70,26.47594204,,
44,11,2316,633,91,137,4.09831931,,
44,3,2607,999,137,72,38.03828711,,
44,7,2827,648,86,60,1.570232112,,
44,1,2490,1677,93,130,25.39246402,,
44,9,2436,514,75,63,3.998599434,,
44,2,2215,867,137,70,34.13440331,,
44,19,3360,741,45,33,9.323027577,,
44,5,2491,403,88,50,0.267931925,,
44,21,1981,214,38,102,35.6090461,,
45,12,3466,1908,175,98,0.675242007,,
45,20,3359,706,50,27,4.322011612,,
45,6,2478,452,90,51,1.156631004,,
45,13,1888,1202,57,84,14.90677418,,
45,4,2392,393,82,52,1.607115456,,
45,23,2690,689,64,29,14.29583308,,
45,8,2526,641,77,65,0.090405999,,
45,25,1541,1428,44,62,11.98755118,,
45,10,2689,659,89,51,1.938778634,,
45,15,3634,646,113,44,1.997659344,,
45,14,1786,1519,87,71,26.22085038,,
45,11,2315,635,91,137,4.618770065,,
45,3,2621,998,136,71,38.54687442,,
45,7,2827,648,86,60,1.327222782,,
45,1,2492,1685,94,132,25.16219683,,
45,9,2435,514,71,62,3.972844582,,
45,2,2228,867,139,69,34.70085983,,
45,19,3361,742,48,34,8.603147164,,
45,5,2491,403,87,50,0.171646357,,
45,21,1983,226,39,101,36.06725625,,
46,12,3466,1908,175,97,0.541489362,,
46,20,3361,705,52,29,4.625937538,,
46,6,2478,452,90,52,0.969988844,,
46,13,1892,1196,58,80,15.96436129,,
46,4,2392,393,82,52,1.378079716,,
46,23,2684,689,54,27,15.97215672,,
46,8,2526,641,77,65,0.047128811,,
46,25,1538,1425,43,59,13.22302684,,
46,10,2689,660,87,53,2.094193675,,
46,15,3633,647,112,45,2.356306919,,
46,14,1794,1525,87,72,26.71157797,,
46,11,2317,637,91,136,5.365473674,,
46,3,2634,998,137,70,38.50979896,,
46,7,2828,648,87,60,1.583952092,,
46,1,2495,1693,94,133,25.09569222,,
46,9,2433,514,68,60,4.4150182,,
46,2,2239,867,136,70,34.26213191,,
46,19,3362,742,48,36,7.741270536,,
46,5,2491,403,87,50,0.08867255,,
46,21,1986,235,37,100,34.86957478,,
47,12,3466,1908,176,98,0.421755582,,
47,20,3363,704,53,30,4.89904113,,
47,6,2478,452,90,51,0.799744795,,
47,13,1895,1191,59,77,16.26073334,,
47,4,2393,392,81,52,1.844278729,,
47,23,2682,688,49,26,14.15403335,,
47,8,2526,640,77,64,0.489613944,,
47,25,1537,1422,42,59,11.30706842,,
47,10,2689,659,88,52,2.236114076,,
47,15,3634,647,114,47,2.483404671,,
47,14,1801,1531,86,72,26.78310323,,
47,11,2316,637,91,135,5.155268708,,
47,3,2647,998,137,71,38.46931447,,
47,7,2828,647,88,60,1.818044942,,
47,1,2498,1702,95,131,25.48897418,,
47,9,2433,514,67,60,3.846570871,,
47,2,2251,867,137,69,34.34214145,,
47,19,3365,740,49,34,8.233095565,,
47,5,2492,403,87,50,0.497380601,,
47,21,1989,250,34,94,37.09924844,,
48,12,3466,1908,176,97,0.315501647,,
48,20,3365,704,54,32,5.024690225,,
48,6,2478,452,90,52,0.645714629,,
48,13,1899,1184,60,75,17.5885372,,
48,4,2393,392,81,51,1.589456033,,
48,23,2682,687,47,25,11.77456817,,
48,8,2527,640,76,64,0.89504081,,
48,25,1537,1419,42,59,10.11378184,,
48,10,2690,659,87,53,2.364664545,,
48,15,3634,646,113,44,2.595923527,,
48,14,1809,1537,86,72,27.21799994,,
48,11,2318,639,90,136,5.822981003,,
48,3,2661,998,138,71,38.90591042,,
48,7,2828,647,87,60,1.550439664,,
48,1,2500,1710,96,132,25.25450315,,
48,9,2434,514,68,60,3.794233686,,
48,2,2262,867,134,69,33.93866541,,
48,19,3366,739,50,32,7.607933098,,
48,5,2492,403,87,50,0.395144711,,
48,21,1992,258,35,93,35.2875678,,
49,12,3466,1907,175,96,0.701396319,,
49,20,3365,704,54,32,4.135277086,,
49,6,2477,452,89,51,0.986823095,,
49,13,1903,1180,61,72,17.63185387,,
49,4,2393,392,81,50,1.353115792,,
49,23,2681,686,45,25,10.17716142,,
49,8,2527,640,75,63,0.784201562,,
49,25,1534,1413,40,57,15.13143049,,
49,10,2690,659,88,53,2.000828544,,
49,15,3635,645,114,42,2.893149027,,
49,14,1816,1544,85,73,27.56132593,,
49,11,2318,640,90,135,5.540053871,,
49,3,2674,998,138,71,38.81896558,,
49,7,2828,647,87,60,1.303996,,
49,1,2502,1719,96,131,25.50692382,,
49,9,2433,513,67,60,3.936043373,,
49,2,2274,867,136,68,34.05289051,,
49,19,3367,738,50,30,7.038014016,,
49,5,2491,402,87,49,0.981761343,,
49,21,1994,266,37,97,33.52880723,,
50,12,3466,1907,175,95,0.577106284,,
50,20,3367,704,56,31,4.336815254,,
50,6,2477,453,89,50,1.300209196,,
50,13,1906,1177,61,73,16.97316914,,
50,4,2393,392,81,51,1.135706903,,
50,23,2681,686,44,24,7.919168258,,
50,8,2527,640,75,64,0.680033831,,
50,10,2689,658,87,55,2.345186206,,
50,15,3634,644,113,40,3.15955552,,
50,14,1824,1549,86,73,27.6438147,,
50,11,2319,642,91,135,5.857379441,,
50,3,2688,998,139,71,39.21156572,,
50,7,2827,647,85,59,1.558173643,,
50,1,2505,1728,94,130,25.86579037,,
50,9,2432,513,64,59,3.858685859,,
50,2,2285,867,134,69,33.68228982,,
50,19,3370,737,48,28,7.365532911,,
50,5,2491,403,87,49,1.319593736,,
50,21,1996,272,39,87,30.96505571,,
51,27,1509,892,46,84,0,,
51,12,3467,1907,174,94,0.944040493,,
51,20,3368,704,59,32,4.031643478,,
51,6,2476,453,88,50,1.585808781,,
51,13,1911,1172,63,73,17.71042079,,
51,4,2392,392,81,51,1.41660684,,
51,23,2681,686,44,24,6.079657233,,
51,8,2527,640,75,64,0.582977922,,
51,10,2689,658,86,55,1.981233858,,
51,15,3633,643,112,39,3.396281227,,
51,14,1831,1556,86,73,27.93340687,,
51,11,2319,643,91,134,5.539732406,,
51,3,2701,998,139,71,39.08338447,,
51,7,2827,647,84,59,1.311219667,,
51,1,2508,1736,93,130,25.73977904,,
51,9,2432,513,66,59,3.30082347,,
51,2,2298,867,136,69,34.30701797,,
51,19,3372,739,49,31,7.50438095,,
51,5,2491,403,87,49,1.146047734,,
51,21,1998,275,38,75,27.29992893,,
52,27,1508,887,43,74,14.81501566,,
52,12,3468,1907,173,94,1.279626324,,
52,20,3369,704,60,32,3.762544893,,
52,6,2476,453,88,49,1.364719223,,
52,13,1915,1168,64,72,17.69113474,,
52,4,2392,392,83,51,1.194085696,,
52,23,2683,685,46,24,5.967130206,,
52,8,2527,640,74,63,0.493295967,,
52,10,2689,656,86,50,2.606476462,,
52,15,3634,643,112,39,3.406182781,,
52,14,1838,1563,85,73,28.18863595,,
52,11,2320,644,91,133,5.434133963,,
52,3,2714,998,139,71,38.95833656,,
52,7,2827,647,85,60,1.085566438,,
52,1,2510,1745,94,132,25.94567879,,
52,9,2433,513,67,60,3.265344398,,
52,2,2309,868,135,69,33.9446377,,
52,19,3374,741,48,33,7.630870787,,
52,5,2491,402,87,49,1.463420372,,
52,21,2000,290,39,91,29.92211239,,
53,27,1507,873,41,81,40.70134401,,
53,12,3466,1907,174,94,2.063309214,,
53,20,3371,704,61,33,4.013191015,,
53,6,2476,453,88,49,1.159887631,,
53,13,1919,1165,64,72,17.34233273,,
53,4,2392,392,83,51,0.990573496,,
53,23,2687,684,53,24,7.019438232,,
53,8,2526,640,74,63,0.890334434,,
53,10,2690,655,86,48,2.895569514,,
53,15,3634,643,113,39,2.927894425,,
53,14,1844,1569,83,72,27.73364992,,
53,11,2320,646,91,133,5.607256176,,
53,3,2727,999,138,71,38.85615706,,
53,7,2827,646,86,60,1.360274157,,
53,1,2512,1753,94,131,25.66463476,,
53,9,2433,514,68,60,3.230504577,,
53,2,2321,868,136,70,34.07324888,,
53,19,3377,742,50,34,7.90567665,,
53,5,2491,402,87,49,1.270703452,,
53,21,2003,302,37,95,30.886636,,
54,27,1505,864,43,84,33.56620008,,
54,12,3468,1908,175,96,2.886636876,,
54,20,3372,705,62,31,3.96366428,,
54,6,2477,453,89,50,1.450871213,,
54,13,1923,1161,66,74,17.32473236,,
54,4,2392,392,83,51,0.805943195,,
54,23,2693,681,66,28,9.419579002,,
54,8,2526,640,75,63,0.772648148,,
54,10,2689,653,83,41,3.548978396,,
54,15,3633,643,112,39,2.964394861,,
54,14,1852,1576,85,73,28.33687512,,
54,11,2320,648,91,134,5.755111881,,
54,3,2741,999,139,71,39.21864253,,
54,7,2828,647,87,61,1.811164545,,
54,1,2515,1762,94,131,26.00009318,,
54,9,2433,514,68,60,2.717501001,,
54,2,2332,868,135,70,33.71445182,,
54,19,3380,743,57,35,8.154217578,,
54,5,2491,402,87,49,1.090963359,,
54,21,2006,313,40,98,31.2732988,,
55,27,1505,857,39,78,26.19259281,,
55,12,3468,1908,174,96,2.556466552,,
55,20,3373,706,62,30,3.924548439,,
55,6,2477,453,89,50,1.236341608,,
55,13,1927,1157,67,74,17.29753189,,
55,4,2392,392,82,51,0.639809432,,
55,23,2695,682,71,29,8.946222424,,
55,8,2527,640,75,63,1.14212253,,
55,10,2689,653,83,41,3.067081949,,
55,15,3630,643,106,37,3.952601962,,
55,14,1859,1583,85,73,28.52944193,,
55,11,2321,651,91,135,6.436627847,,
55,3,2754,1000,138,71,39.08369442,,
55,7,2828,646,88,61,2.023406931,,
55,1,2518,1771,94,129,26.30442275,,
55,9,2433,514,68,60,2.248843956,,
55,2,2345,868,137,70,34.34837777,,
55,19,3380,743,64,35,6.860365233,,
55,5,2491,402,87,49,0.924714707,,
55,21,2008,323,38,101,31.02760047,,
56,27,1503,847,40,83,28.42396408,,
56,12,3468,1908,174,97,2.242937737,,
56,20,3374,706,62,28,3.695117578,,
56,6,2477,453,89,50,1.038884025,,
56,13,1931,1153,66,72,17.26271236,,
56,4,2392,392,83,51,0.491577123,,
56,23,2696,682,72,31,7.856065097,,
56,8,2526,640,75,63,1.476908702,,
56,10,2687,651,79,37,3.974537906,,
56,15,3632,643,108,38,4.369551407,,
56,14,1866,1589,85,74,28.36901956,,
56,11,2322,653,92,135,6.603107923,,
56,3,2768,999,140,71,39.43249325,,
56,7,2828,646,88,61,1.73467732,,
56,1,2520,1780,95,129,26.45018575,,
56,9,2434,514,69,60,2.303306008,,
56,2,2357,869,136,70,34.47061683,,
56,19,3383,742,62,31,7.195228046,,
56,5,2491,402,87,49,0.772187873,,
56,21,2010,332,40,101,30.32660452,,
57,27,1502,838,42,91,27.80739861,,
57,12,3468,1908,173,96,1.947932572,,
57,20,3375,707,60,25,3.691525517,,
57,6,2476,453,88,50,1.337738414,,
57,13,1935,1149,68,71,17.22204066,,
57,4,2391,392,85,52,0.839624278,,
57,23,2697,680,73,34,7.571495932,,
57,8,2526,640,74,63,1.298641685,,
57,10,2686,650,77,35,4.117945274,,
57,15,3633,643,111,38,4.260176684,,
57,14,1874,1595,87,75,28.58660863,,
57,11,2322,655,91,135,6.627765869,,
57,3,2781,999,139,71,39.24904631,,
57,7,2827,647,87,60,2.145486724,,
57,1,2522,1788,96,131,26.11155961,,
57,9,2434,514,70,61,1.878650182,,
57,2,2369,869,138,70,34.5617077,,
57,19,3380,742,64,30,7.426820623,,
57,5,2491,402,87,49,0.633372706,,
57,21,2013,341,39,101,29.82488453,,
58,27,1500,828,42,89,28.96996692,,
58,12,3468,1908,173,96,1.672749886,,
58,20,3378,707,56,23,4.456483279,,
58,6,2476,453,88,50,1.131523887,,
58,13,1939,1146,69,69,16.86236829,,
58,4,2390,392,86,52,1.160968432,,
58,23,2697,679,74,35,6.676687859,,
58,8,2526,640,74,63,1.130562215,,
58,10,2687,651,80,36,4.237782159,,
58,15,3629,642,103,36,5.645412524,,
58,14,1881,1602,83,75,28.72821926,,
58,11,2323,658,91,134,7.19341353,,
58,3,2794,999,141,71,39.0753872,,
58,7,2827,646,88,60,2.319347917,,
58,1,2524,1796,97,130,25.79779958,,
58,9,2434,514,70,62,1.496164115,,
58,2,2380,869,139,70,34.16445884,,
58,19,3382,740,55,26,7.557369081,,
58,5,2491,402,87,49,0.508058506,,
58,21,2014,351,40,101,29.6487702,,
59,27,1498,818,42,89,29.66879447,,
59,12,3468,1907,174,96,1.89728095,,
59,20,3381,708,53,23,5.235666376,,
59,6,2476,453,88,50,0.942555423,,
59,13,1944,1141,70,69,17.52023,,
59,4,2389,392,87,52,1.455268659,,
59,23,2698,679,73,37,5.894467207,,
59,8,2526,640,74,63,0.973470353,,
59,10,2686,650,78,36,4.336160695,,
59,15,3627,642,98,34,5.879295298,,
59,14,1888,1608,82,73,28.52234038,,
59,11,2323,659,90,132,6.659804007,,
59,3,2808,999,140,70,39.39156241,,
59,7,2828,646,88,60,2.473355098,,
59,1,2526,1805,97,132,25.97575948,,
59,9,2433,513,67,60,1.832092619,,
59,2,2393,869,140,70,34.75944426,,
59,19,3384,740,51,24,7.279371487,,
59,5,2491,402,87,49,0.395870295,,
59,21,2015,361,42,99,29.4965372,,
60,27,1497,807,42,88,31.0380058,,
60,12,3468,1907,173,95,1.620762878,,
60,20,3387,704,53,29,7.886877572,,
60,6,2477,453,88,49,1.24986086,,
60,13,1949,1138,72,71,17.52109421,,
60,4,2389,392,88,52,1.24355728,,
60,23,2698,679,72,38,4.703331312,,
60,8,2526,640,74,62,0.827872627,,
60,10,2685,651,76,35,4.415161421,,
60,15,3631,642,106,36,7.032148781,,
60,14,1896,1615,85,72,29.00153401,,
60,11,2324,662,88,133,7.194655157,,
60,3,2821,999,140,71,39.19708423,,
60,7,2828,646,88,60,2.129424343,,
60,1,2529,1814,96,132,26.26544288,,
60,9,2433,514,68,61,1.948027,,
60,2,2403,870,137,70,33.88898528,,
60,19,3385,740,47,24,6.546330263,,
60,5,2491,402,87,49,0.296301482,,
60,21,2018,370,41,97,29.09501677,,
61,27,1497,799,40,84,28.88004883,,
61,12,3468,1908,174,96,1.844908538,,
61,20,3390,703,53,32,8.352612333,,
61,6,2476,453,88,49,1.531125388,,
61,13,1954,1133,73,69,18.10799922,,
61,4,2389,391,87,51,1.527408853,,
61,23,2698,679,72,38,3.65731931,,
61,8,2526,640,74,63,0.694022989,,
61,10,2684,650,73,35,4.476807852,,
61,15,3632,643,108,36,6.824586948,,
61,14,1903,1622,86,73,29.08078136,,
61,11,2325,663,90,131,6.833808294,,
61,3,2835,999,141,72,39.49403684,,
61,7,2827,646,87,60,2.289749687,,
61,1,2531,1822,95,132,25.93328591,,
61,9,2432,514,65,61,2.059108305,,
61,2,2416,870,139,70,34.50697418,,
61,19,3389,741,53,26,7.377316799,,
61,5,2491,402,87,49,0.208743029,,
61,21,2021,380,41,98,29.19732081,,
62,27,1495,790,41,88,28.45515843,,
62,12,3469,1908,173,97,2.047924021,,
62,20,3394,704,51,31,9.214957464,,
62,6,2477,453,89,50,1.786489205,,
62,13,1960,1130,73,67,18.46120875,,
62,4,2389,391,87,51,1.305935849,,
62,23,2699,679,71,39,3.238554951,,
62,8,2526,640,74,63,0.571960697,,
62,10,2686,651,76,38,4.916758049,,
62,15,3632,643,108,36,5.933777768,,
62,14,1911,1629,86,72,29.49338692,,
62,11,2326,665,91,131,6.886020687,,
62,3,2848,999,140,72,39.28201932,,
62,7,2827,646,87,60,1.953833224,,
62,1,2534,1832,93,132,26.67863823,,
62,9,2434,514,69,62,2.643551814,,
62,2,2428,870,139,70,34.59375878,,
62,19,3392,741,55,26,7.601577772,,
62,5,2491,402,87,49,0.132509294,,
62,21,2024,390,41,97,29.30032625,,
63,27,1494,782,40,84,27.13040261,,
63,12,3468,1908,173,97,2.23029413,,
63,20,3396,706,51,30,9.355913498,,
63,6,2477,453,89,50,1.537408472,,
63,13,1965,1125,75,69,18.94603935,,
63,4,2390,391,86,51,1.58068554,,
63,23,2699,678,70,40,2.886252437,,
63,8,2526,640,74,63,0.461545079,,
63,10,2684,651,74,37,5.194788044,,
63,15,3632,643,108,37,5.102047631,,
63,14,1917,1636,84,73,29.18404751,,
63,11,2327,667,91,131,6.924150016,,
63,3,2861,999,141,72,39.08399702,,
63,7,2827,646,87,60,1.644371946,,
63,1,2536,1841,93,132,26.77159086,,
63,9,2434,514,69,61,2.220678409,,
63,2,2440,870,139,70,34.67156004,,
63,19,3394,740,57,25,7.43952896,,
63,5,2491,402,87,49,0.066860716,,
63,21,2026,400,41,98,29.28624523,,
64,27,1492,771,41,86,28.65033673,,
64,12,3468,1908,173,96,1.913694761,,
64,20,3397,706,52,30,8.580740226,,
64,6,2477,453,89,50,1.306636447,,
64,13,1970,1121,74,68,19.05548228,,
64,4,2389,391,86,50,1.829878622,,
64,23,2700,678,69,41,2.593470373,,
64,8,2526,640,74,63,0.3624872,,
64,10,2684,651,73,37,4.478320277,,
64,15,3632,643,110,38,4.331930145,,
64,14,1924,1643,85,73,29.21696557,,
64,11,2326,670,92,130,7.393635562,,
64,3,2874,999,139,72,38.90058514,,
64,7,2827,646,87,60,1.361573444,,
64,1,2538,1849,92,131,26.38421224,,
64,9,2432,513,65,60,2.905777571,,
64,2,2452,871,139,70,34.76063447,,
64,19,3395,741,59,26,6.896536116,,
64,5,2491,402,87,49,0.011023561,,
64,21,2029,408,41,99,28.48716853,,
65,27,1491,760,41,90,29.71884237,,
65,12,3468,1908,173,96,1.620961711,,
65,20,3398,705,54,29,8.048050287,,
65,6,2476,453,88,50,1.573587154,,
65,13,1975,1118,74,66,18.86687384,,
65,4,2389,391,86,50,1.575021573,,
65,23,2700,678,67,41,1.867482975,,
65,8,2525,640,73,62,0.753404009,,
65,10,2684,651,74,38,3.813686995,,
65,15,3633,642,111,38,4.302103454,,
65,14,1931,1650,84,75,29.2388341,,
65,11,2327,671,93,128,6.975322122,,
65,3,2888,999,141,72,39.21110826,,
65,7,2827,647,85,58,1.584244333,,
65,1,2540,1858,92,132,26.49193734,,
65,9,2431,513,63,59,2.939256764,,
65,2,2464,871,140,69,34.8197511,,
65,19,3398,743,64,28,7.452269614,,
65,5,2491,402,87,49,-0.035793096,,
65,21,2032,419,42,95,29.13716005,,
66,27,1491,752,41,90,28.35955515,,
66,12,3468,1907,173,95,1.831502086,,
66,20,3399,705,54,28,7.346486309,,
66,6,2476,453,88,50,1.337351318,,
66,13,1980,1114,76,64,18.95561677,,
66,4,2389,391,86,51,1.338866488,,
66,23,2701,678,66,40,1.720639518,,
66,8,2525,640,73,62,0.632834207,,
66,10,2687,653,79,42,4.929284444,,
66,15,3633,642,111,37,3.597032094,,
66,14,1938,1656,84,72,28.9254384,,
66,11,2328,672,95,126,6.583712894,,
66,3,2901,999,140,72,39.01463809,,
66,7,2827,647,85,59,1.310853766,,
66,1,2543,1867,92,131,26.71531867,,
66,9,2431,513,65,59,2.487819597,,
66,2,2475,871,139,70,34.39208575,,
66,19,3406,742,50,26,10.0976524,,
66,5,2491,402,87,49,-0.074382925,,
66,21,2034,428,42,95,28.69386742,,
67,27,1490,745,41,89,26.62695066,,
67,12,3468,1907,173,96,1.544337638,,
67,20,3402,704,54,29,7.731392886,,
67,6,2476,453,88,50,1.12025672,,
67,13,1985,1111,77,65,18.75119061,,
67,4,2388,391,87,52,1.600831745,,
67,23,2701,679,65,40,1.614996746,,
67,8,2525,640,73,62,0.522766461,,
67,10,2688,655,83,46,5.287540076,,
67,15,3632,642,110,37,3.43393373,,
67,14,1947,1664,86,74,29.98485857,,
67,11,2329,676,95,130,7.517784931,,
67,3,2915,999,140,72,39.31255729,,
67,7,2827,647,86,59,1.063105251,,
67,1,2545,1875,94,132,26.32120532,,
67,9,2430,512,62,58,2.751388939,,
67,2,2487,871,140,70,34.47910347,,
67,19,3413,741,41,25,12.030084,,
67,5,2491,402,87,49,-0.105530222,,
67,21,2037,437,40,96,28.42455821,,
68,27,1488,734,43,91,27.8974287,,
68,12,3468,1907,173,96,1.281638597,,
68,20,3404,703,54,29,7.630827827,,
68,6,2476,453,88,50,0.92235423,,
68,13,1991,1108,77,65,18.9745518,,
68,4,2388,392,88,52,1.839050039,,
68,23,2702,679,64,39,1.545359413,,
68,8,2525,640,73,62,0.423095443,,
68,10,2689,656,84,48,5.211263024,,
68,15,3633,643,111,38,3.488393425,,
68,14,1955,1671,83,75,30.26895365,,
68,11,2330,679,94,131,7.904195019,,
68,3,2929,999,141,72,39.58308236,,
68,7,2827,646,85,59,1.319443298,,
68,1,2547,1884,94,132,26.42421311,,
68,9,2432,513,67,60,3.385449161,,
68,2,2498,872,138,70,34.10150832,,
68,19,3415,740,39,26,11.45362592,,
68,5,2491,402,87,49,-0.12999993,,
68,21,2039,446,41,98,28.05976574,,
69,27,1487,725,44,93,27.61718036,,
69,12,3468,1907,173,96,1.043252473,,
69,20,3410,702,46,29,9.374151118,,
69,6,2476,453,89,50,0.74340379,,
69,13,1997,1104,78,64,19.41039435,,
69,4,2388,392,88,52,1.574908256,,
69,23,2702,680,63,40,1.506907858,,
69,8,2525,640,73,62,0.33358007,,
69,10,2689,656,85,50,4.454015554,,
69,15,3634,643,112,38,3.34477925,,
69,14,1963,1677,81,74,30.21470802,,
69,11,2331,682,95,131,8.246316205,,
69,3,2943,999,141,73,39.82673208,,
69,7,2827,646,86,60,1.078099402,,
69,1,2550,1893,94,131,26.6446488,,
69,9,2432,513,66,59,2.890235998,,
69,2,2511,872,140,70,34.69386266,,
69,19,3416,739,38,26,10.50531805,,
69,5,2491,402,87,49,-0.148529562,,
69,21,2041,454,42,99,27.27065755,,
70,27,1485,717,44,91,26.89433532,,
70,12,3468,1907,173,96,0.828693828,,
70,20,3414,703,40,28,10.0143919,,
70,6,2475,452,89,50,1.260342567,,
70,13,2003,1101,79,62,19.5571566,,
